"state","account_length","area_code","phone_number","international_plan","voice_mail_plan","number_vmail_messages","total_day_minutes","total_day_calls","total_day_charge","total_eve_minutes","total_eve_calls","total_eve_charge","total_night_minutes","total_night_calls","total_night_charge","total_intl_minutes","total_intl_calls","total_intl_charge","number_customer_service_calls","class"
28,56,510,3080,0,1,37,153.7,97,26.13,271.4,91,23.07,179.0,121,8.06,8.3,2,2.24,1,0
3,155,415,4502,1,0,0,176.1,88,29.94,244.5,84,20.78,189.9,99,8.55,11.2,1,3.02,2,1
40,100,408,2098,0,1,41,306.9,71,52.17,243.3,72,20.68,125.9,114,5.67,10.5,4,2.84,2,0
21,113,408,4996,0,0,0,203.4,85,34.58,219.8,140,18.68,240.0,107,10.8,8.3,5,2.24,1,0
24,103,415,2242,0,1,37,230.7,112,39.22,319.4,116,27.15,299.4,77,13.47,7.9,3,2.13,2,0
31,160,415,4592,0,0,0,118.9,106,20.21,163.5,75,13.9,195.0,131,8.78,13.1,4,3.54,0,0
50,142,408,2754,0,1,34,219.5,85,37.32,144.0,120,12.24,258.2,84,11.62,7.0,3,1.89,1,0
36,73,415,4340,1,1,34,252.9,103,42.99,220.1,79,18.71,144.9,65,6.52,11.4,3,3.08,0,0
38,135,415,659,0,1,46,172.6,77,29.34,203.4,102,17.29,264.2,108,11.89,10.4,2,2.81,1,0
28,120,415,2299,0,0,0,174.1,108,29.6,209.6,96,17.82,267.5,99,12.04,11.6,2,3.13,0,0
32,29,415,3761,0,0,0,262.0,112,44.54,82.7,60,7.03,195.1,120,8.78,10.7,5,2.89,1,0
9,158,415,4303,0,0,0,123.3,115,20.96,130.4,91,11.08,243.7,119,10.97,11.2,3,3.02,3,0
24,132,408,3149,0,0,0,213.6,125,36.31,133.9,54,11.38,332.2,104,14.95,7.5,2,2.03,4,0
33,104,415,4215,0,0,0,210.9,90,35.85,272.2,101,23.14,304.3,86,13.69,10.6,5,2.86,3,1
41,74,510,2578,0,0,0,143.7,97,24.43,229.6,110,19.52,98.8,100,4.45,11.8,5,3.19,1,0
37,28,415,1048,0,0,0,171.2,90,29.1,173.9,65,14.78,210.5,139,9.47,14.0,4,3.78,2,0
42,45,415,1754,1,0,0,189.6,96,32.23,171.7,69,14.59,222.0,102,9.99,13.9,7,3.75,1,1
45,60,415,767,0,0,0,229.5,91,39.02,157.7,67,13.4,162.4,76,7.31,13.2,3,3.56,2,0
21,173,408,233,0,0,0,128.6,108,21.86,248.3,92,21.11,130.1,115,5.85,10.4,2,2.81,4,1
9,152,408,3490,0,1,26,214.8,82,36.52,226.7,135,19.27,206.7,97,9.3,7.6,11,2.05,1,0
39,140,510,3194,0,0,0,187.1,110,31.81,158.0,70,13.43,211.4,123,9.51,8.5,2,2.3,2,0
7,94,415,3001,0,1,31,209.3,90,35.58,281.7,111,23.94,190.1,66,8.55,7.9,5,2.13,0,0
2,88,415,509,0,0,0,141.7,102,24.09,226.2,125,19.23,100.1,93,4.5,11.9,8,3.21,0,0
37,170,408,2249,0,1,22,173.6,66,29.51,142.2,83,12.09,156.5,93,7.04,5.2,3,1.4,1,0
41,57,510,1472,0,0,0,176.9,75,30.07,204.2,86,17.36,254.1,90,11.43,6.1,4,1.65,1,0
25,78,510,1293,1,0,0,198.9,93,33.81,210.6,86,17.9,252.1,99,11.34,14.4,12,3.89,0,1
27,102,408,4708,0,1,27,109.8,66,18.67,207.3,76,17.62,236.9,101,10.66,10.3,7,2.78,0,0
35,49,408,703,0,0,0,202.3,105,34.39,195.4,131,16.61,190.1,88,8.55,9.0,2,2.43,3,1
15,195,415,2704,0,0,0,221.6,109,37.67,126.2,94,10.73,212.2,98,9.55,6.4,2,1.73,0,0
26,64,415,3099,0,0,0,131.3,105,22.32,109.4,114,9.3,246.2,125,11.08,12.7,4,3.43,4,1
40,105,408,470,1,0,0,274.0,156,46.58,263.0,69,22.36,195.9,93,8.82,11.3,3,3.05,3,1
37,81,415,1284,0,1,33,200.3,103,34.05,216.9,96,18.44,249.8,100,11.24,15.5,4,4.19,1,0
37,123,415,3590,0,1,38,202.3,104,34.39,292.4,105,24.85,239.3,63,10.77,11.2,1,3.02,3,0
10,63,408,4294,0,0,0,204.0,119,34.68,161.7,90,13.74,202.6,113,9.12,9.4,4,2.54,3,0
22,126,415,666,0,0,0,193.1,114,32.83,75.5,61,6.42,186.2,73,8.38,11.1,1,3.0,3,0
37,153,415,4878,0,0,0,202.2,132,34.37,158.9,78,13.51,111.4,98,5.01,8.6,4,2.32,2,0
37,67,415,3027,0,0,0,245.1,118,41.67,185.2,94,15.74,193.6,112,8.71,8.1,3,2.19,3,0
19,65,408,3843,0,0,0,158.3,71,26.91,168.3,119,14.31,139.9,119,6.3,6.6,6,1.78,2,0
12,21,408,2142,0,0,0,138.1,79,23.48,186.9,75,15.89,194.2,105,8.74,12.1,1,3.27,0,0
45,72,510,1478,0,0,0,212.7,92,36.16,306.4,100,26.04,140.3,90,6.31,12.9,6,3.48,0,0
49,176,510,2846,0,0,0,304.2,111,51.71,306.6,64,26.06,207.9,98,9.36,9.5,2,2.57,7,1
43,150,408,689,0,1,24,212.4,157,36.11,168.7,91,14.34,199.4,112,8.97,9.7,1,2.62,2,0
14,108,510,2691,1,0,0,137.3,68,23.34,143.8,94,12.22,238.7,101,10.74,8.9,1,2.4,1,1
39,129,510,1025,0,1,10,161.4,91,27.44,183.1,102,15.56,240.3,65,10.81,12.9,3,3.48,1,0
47,73,510,435,1,0,0,202.9,108,34.49,285.9,121,24.3,219.0,102,9.86,12.8,5,3.46,1,0
8,90,415,4297,0,0,0,272.2,75,46.27,122.9,96,10.45,252.6,100,11.37,9.2,2,2.48,0,0
33,105,408,2725,0,0,0,98.2,103,16.69,140.3,91,11.93,140.2,106,6.31,13.9,1,3.75,1,0
24,115,408,95,0,0,0,80.8,81,13.74,195.7,91,16.63,190.1,66,8.55,11.7,6,3.16,1,0
35,82,415,4737,0,0,0,207.2,114,35.22,163.7,97,13.91,192.8,79,8.68,9.3,4,2.51,7,0
30,131,415,2324,0,0,0,227.7,134,38.71,162.7,88,13.83,279.4,90,12.57,8.9,7,2.4,4,0
21,77,415,3934,0,0,0,208.8,117,35.5,175.4,81,14.91,171.5,105,7.72,13.4,3,3.62,0,0
30,201,510,3940,0,0,0,159.9,61,27.18,237.3,124,20.17,290.2,99,13.06,13.4,4,3.62,3,0
27,139,415,4576,1,0,0,185.1,101,31.47,266.7,75,22.67,207.9,95,9.36,9.0,3,2.43,3,0
17,94,408,1277,0,0,0,139.1,93,23.65,237.9,100,20.22,227.1,59,10.22,11.4,3,3.08,1,0
44,95,415,169,0,0,0,155.5,99,26.44,167.0,75,14.2,190.7,125,8.58,13.2,4,3.56,1,0
33,138,408,2109,0,0,0,180.5,82,30.69,242.4,103,20.6,244.4,89,11.0,10.3,7,2.78,2,0
46,105,415,4338,0,0,0,204.6,111,34.78,134.4,109,11.42,260.8,69,11.74,5.7,7,1.54,1,0
21,81,415,311,1,0,0,220.4,76,37.47,276.4,122,23.49,239.5,112,10.78,11.4,5,3.08,1,1
21,127,510,3058,0,0,0,223.2,137,37.94,144.7,119,12.3,96.0,109,4.32,8.6,4,2.32,2,0
38,84,415,4740,0,0,0,109.1,114,18.55,231.4,113,19.67,274.0,112,12.33,9.6,4,2.59,0,0
22,47,510,3573,0,1,30,136.5,101,23.21,174.9,74,14.87,146.4,91,6.59,10.9,3,2.94,2,0
23,128,510,4120,1,0,0,192.8,96,32.78,136.6,86,11.61,151.8,75,6.83,13.5,4,3.65,1,1
41,39,408,3662,0,0,0,179.0,88,30.43,148.2,124,12.6,146.8,116,6.61,8.8,4,2.38,2,0
17,76,510,922,0,0,0,293.8,94,49.95,169.6,62,14.42,160.4,103,7.22,13.7,9,3.7,0,1
40,95,415,1636,0,0,0,226.6,98,38.52,88.5,107,7.52,166.2,105,7.48,11.9,3,3.21,2,0
47,82,415,2721,0,0,0,313.6,110,53.31,263.2,104,22.37,139.0,93,6.26,7.5,5,2.03,1,1
17,167,408,1642,0,0,0,130.5,66,22.19,80.9,102,6.88,221.6,116,9.97,11.2,5,3.02,1,0
38,104,415,216,0,0,0,186.8,102,31.76,176.3,114,14.99,222.2,84,10.0,13.0,3,3.51,0,0
45,136,415,4688,0,0,0,110.2,92,18.73,219.4,109,18.65,188.1,67,8.46,12.3,4,3.32,2,0
44,83,510,741,0,1,33,228.2,85,38.79,249.2,114,21.18,93.5,89,4.21,10.2,7,2.75,0,0
7,78,415,3124,1,0,0,176.6,107,30.02,179.4,98,15.25,178.2,80,8.02,16.6,5,4.48,2,1
19,135,415,86,0,1,45,241.4,102,41.04,206.4,78,17.54,196.6,104,8.85,9.4,6,2.54,0,0
18,79,408,1081,0,0,0,174.8,88,29.72,197.0,94,16.75,87.0,103,3.92,8.6,6,2.32,3,0
45,133,415,2140,0,0,0,171.8,64,29.21,177.1,83,15.05,223.0,96,10.04,10.3,4,2.78,1,0
22,76,415,3998,0,1,37,190.8,58,32.44,221.9,101,18.86,211.2,104,9.5,12.3,4,3.32,1,0
22,216,408,273,0,0,0,212.3,106,36.09,191.1,71,16.24,224.9,79,10.12,9.4,8,2.54,3,0
6,73,510,4811,0,0,0,159.0,123,27.03,233.3,95,19.83,178.9,155,8.05,15.2,3,4.1,2,0
30,183,408,4323,0,1,38,178.4,103,30.33,184.4,79,15.67,203.3,94,9.15,7.2,3,1.94,3,0
1,106,415,3495,0,0,0,222.1,123,37.76,276.8,92,23.53,213.5,99,9.61,9.0,3,2.43,0,0
20,78,510,1152,0,0,0,238.9,96,40.61,196.1,92,16.67,102.4,95,4.61,11.0,1,2.97,6,0
28,109,415,3594,0,0,0,101.8,105,17.31,348.9,107,29.66,233.2,150,10.49,7.5,5,2.03,1,0
39,90,510,4911,0,0,0,190.0,98,32.3,196.1,111,16.67,216.4,58,9.74,8.0,6,2.16,2,0
34,112,415,3711,0,1,17,120.0,94,20.4,79.5,104,6.76,214.0,94,9.63,8.7,1,2.35,1,0
35,92,415,1424,0,0,0,145.9,90,24.8,148.1,105,12.59,241.3,93,10.86,8.4,1,2.27,2,0
49,35,408,1265,0,0,0,179.8,82,30.57,176.1,78,14.97,132.6,85,5.97,12.0,5,3.24,1,0
36,28,408,3673,0,0,0,225.7,70,38.37,206.9,90,17.59,167.9,88,7.56,13.8,3,3.73,1,0
48,93,415,3701,0,0,0,199.7,109,33.95,114.2,68,9.71,241.0,109,10.85,7.1,2,1.92,0,0
35,26,510,2966,0,0,0,150.0,63,25.5,225.0,90,19.13,202.3,99,9.1,9.2,5,2.48,3,0
36,33,415,3589,1,0,0,247.1,114,42.01,146.5,110,12.45,208.9,94,9.4,10.6,2,2.86,4,1
38,120,408,275,0,0,0,215.7,75,36.67,244.4,105,20.77,211.2,91,9.5,11.4,5,3.08,2,0
16,124,415,1757,0,0,0,94.8,102,16.12,238.9,91,20.31,279.4,94,12.57,11.6,3,3.13,2,0
41,56,415,1194,0,0,0,79.3,115,13.48,159.0,64,13.52,245.7,99,11.06,10.1,4,2.73,1,0
44,39,408,1404,0,0,0,157.2,81,26.72,247.7,131,21.05,215.7,141,9.71,9.9,9,2.67,1,0
15,158,408,62,0,0,0,119.8,123,20.37,262.2,122,22.29,219.8,111,9.89,12.4,5,3.35,1,0
30,106,510,4095,0,0,0,170.6,116,29.0,259.1,115,22.02,214.2,111,9.64,9.6,13,2.59,1,0
12,52,510,2726,0,1,24,229.1,86,38.95,168.7,124,14.34,245.4,75,11.04,14.6,2,3.94,1,0
47,112,408,4784,0,0,0,135.1,112,22.97,226.3,85,19.24,115.2,108,5.18,11.1,6,3.0,1,0
28,148,408,2364,1,0,0,136.8,112,23.26,197.5,134,16.79,93.2,90,4.19,10.3,5,2.78,2,0
1,12,408,2518,0,0,0,239.7,112,40.75,221.1,122,18.79,207.3,109,9.33,11.1,3,3.0,2,0
43,109,510,4511,1,0,0,159.6,136,27.13,151.0,126,12.84,142.1,53,6.39,7.3,4,1.97,4,1
6,142,510,375,0,1,38,231.2,125,39.3,174.8,121,14.86,171.2,87,7.7,12.4,2,3.35,4,0
37,60,510,1955,0,0,0,203.7,95,34.63,212.6,122,18.07,177.1,103,7.97,7.9,1,2.13,3,0
0,141,408,4970,0,1,43,157.8,122,26.83,132.3,108,11.25,137.1,81,6.17,5.6,2,1.51,2,0
15,168,415,4213,0,0,0,160.6,110,27.3,185.2,120,15.74,120.2,104,5.41,9.1,4,2.46,1,1
34,138,415,4418,1,0,0,261.1,96,44.39,170.9,120,14.53,71.1,89,3.2,0.0,0,0.0,3,1
50,88,415,1670,0,0,0,138.7,92,23.58,205.8,73,17.49,247.9,119,11.16,9.8,5,2.65,1,0
48,119,415,2171,0,0,0,226.6,126,38.52,143.6,107,12.21,94.9,123,4.27,12.1,5,3.27,1,0
8,31,408,3130,0,0,0,229.1,120,38.95,172.4,79,14.65,243.6,102,10.96,11.0,4,2.97,3,0
42,102,408,4287,0,0,0,157.4,83,26.76,47.3,102,4.02,160.4,92,7.22,11.4,5,3.08,0,0
7,149,415,4890,0,1,25,185.6,109,31.55,167.3,89,14.22,171.6,100,7.72,10.7,3,2.89,1,1
43,138,415,851,0,0,0,217.2,73,36.92,190.8,127,16.22,133.5,97,6.01,5.2,3,1.4,4,0
7,118,415,1330,0,0,0,183.1,128,31.13,241.0,93,20.49,211.1,108,9.5,12.5,4,3.38,0,0
42,222,408,2327,0,1,34,218.5,89,37.15,160.7,76,13.66,181.6,76,8.17,4.9,5,1.32,4,0
22,130,415,4476,0,0,0,143.8,76,24.45,274.8,103,23.36,194.7,105,8.76,12.3,1,3.32,0,0
47,60,415,2678,0,1,31,223.6,83,38.01,235.6,77,20.03,153.0,119,6.89,4.7,8,1.27,4,0
21,90,415,2775,0,0,0,189.1,104,32.15,313.9,124,26.68,227.9,128,10.26,8.2,2,2.21,1,0
8,140,415,301,0,0,0,143.0,100,24.31,193.4,89,16.44,59.5,81,2.68,12.3,8,3.32,4,1
5,101,415,4423,0,1,39,147.2,105,25.02,168.8,96,14.35,165.3,118,7.44,13.0,4,3.51,1,0
31,134,415,4426,0,1,32,224.0,75,38.08,97.5,103,8.29,211.6,80,9.52,10.7,5,2.89,2,0
36,88,408,2250,1,0,0,132.9,132,22.59,208.2,82,17.7,260.5,42,11.72,14.4,11,3.89,2,1
45,118,408,4679,0,0,0,160.3,110,27.25,53.2,92,4.52,130.7,119,5.88,10.5,4,2.84,0,0
42,93,415,124,0,1,21,213.8,103,36.35,257.7,72,21.9,218.4,114,9.83,7.2,6,1.94,1,0
11,232,415,1919,0,0,0,248.2,128,42.19,211.2,96,17.95,147.1,117,6.62,10.0,6,2.7,2,0
38,137,415,2972,0,1,25,174.6,88,29.68,243.8,118,20.72,259.7,103,11.69,12.2,3,3.29,3,0
50,3,415,84,0,1,23,205.5,102,34.94,209.5,83,17.81,182.3,99,8.2,6.4,4,1.73,0,0
39,137,415,4786,0,0,0,209.1,104,35.55,189.4,96,16.1,214.4,83,9.65,14.8,4,4.0,3,0
39,42,415,1942,0,0,0,251.1,81,42.69,178.3,106,15.16,184.6,90,8.31,12.7,5,3.43,0,0
20,58,408,1668,0,0,0,187.6,113,31.89,217.4,115,18.48,139.7,92,6.29,9.8,5,2.65,3,0
14,233,408,3267,0,0,0,137.3,94,23.34,232.4,87,19.75,206.0,105,9.27,9.8,4,2.65,1,0
17,55,415,2158,0,1,37,197.5,89,33.58,228.7,141,19.44,313.4,121,14.1,19.7,2,5.32,1,0
35,69,510,2059,0,0,0,221.6,88,37.67,231.8,87,19.7,211.7,116,9.53,8.6,9,2.32,1,0
45,100,415,2410,0,0,0,200.7,151,34.12,290.8,127,24.72,186.7,105,8.4,10.2,9,2.75,1,0
26,111,415,4783,0,0,0,226.3,82,38.47,178.9,101,15.21,181.5,90,8.17,8.9,4,2.4,0,0
38,86,510,2770,0,0,0,212.8,79,36.18,90.9,145,7.73,152.3,67,6.85,11.9,3,3.21,2,0
29,105,510,4457,0,0,0,213.3,99,36.26,153.1,79,13.01,227.9,98,10.26,10.8,5,2.92,1,0
10,111,408,1978,1,0,0,177.1,102,30.11,249.1,102,21.17,153.3,66,6.9,8.8,4,2.38,2,0
21,75,408,2154,0,0,0,229.2,59,38.96,142.8,107,12.14,291.6,109,13.12,8.5,5,2.3,0,0
35,95,510,2342,0,1,24,129.4,120,22.0,159.8,68,13.58,214.4,83,9.65,12.6,4,3.4,4,1
13,137,510,1102,0,0,0,203.1,97,34.53,132.0,76,11.22,250.9,94,11.29,9.2,4,2.48,4,0
16,116,408,4159,1,0,0,232.2,98,39.47,244.7,91,20.8,151.3,69,6.81,10.6,1,2.86,7,1
42,125,415,3054,0,0,0,138.5,96,23.55,159.7,117,13.57,212.7,91,9.57,7.7,3,2.08,2,0
47,65,415,1254,0,0,0,189.3,74,32.18,205.3,90,17.45,228.2,78,10.27,8.5,13,2.3,3,0
15,55,415,1188,0,1,33,141.0,99,23.97,250.9,109,21.33,284.6,89,12.81,11.7,3,3.16,0,0
19,86,408,3387,0,0,0,118.6,106,20.16,223.5,115,19.0,94.7,12,4.26,13.3,1,3.59,2,0
46,100,510,2083,0,0,0,254.2,97,43.21,262.0,88,22.27,256.3,82,11.53,13.6,6,3.67,0,1
14,70,408,3993,0,0,0,176.5,85,30.01,119.2,93,10.13,227.7,90,10.25,8.7,5,2.35,1,0
13,67,415,1183,0,0,0,234.3,111,39.83,206.4,87,17.54,157.3,101,7.08,5.8,10,1.57,3,0
8,50,510,2600,0,1,39,147.3,75,25.04,244.8,74,20.81,216.9,101,9.76,13.2,3,3.56,2,0
0,42,415,2479,0,0,0,171.0,129,29.07,183.9,96,15.63,130.2,90,5.86,4.6,6,1.24,0,0
39,76,510,2693,0,1,40,177.9,85,30.24,119.3,95,10.14,140.5,83,6.32,10.3,1,2.78,2,0
24,103,415,4102,0,1,34,240.6,92,40.9,204.2,99,17.36,297.0,82,13.37,12.7,9,3.43,5,0
29,90,415,1866,0,0,0,114.4,108,19.45,232.8,150,19.79,198.1,78,8.91,8.9,3,2.4,0,0
9,66,510,4735,0,0,0,113.9,112,19.36,271.8,106,23.1,216.7,95,9.75,15.6,3,4.21,2,0
22,22,408,4000,0,0,0,180.0,65,30.6,207.0,106,17.6,182.8,111,8.23,8.3,6,2.24,1,0
12,67,408,692,0,0,0,177.4,102,30.16,215.2,123,18.29,132.4,120,5.96,6.6,4,1.78,4,1
38,147,510,4705,0,1,35,110.8,123,18.84,199.2,81,16.93,212.9,77,9.58,8.9,4,2.4,2,0
2,57,415,1165,0,1,26,138.7,99,23.58,134.5,105,11.43,261.7,95,11.78,13.0,5,3.51,2,0
17,7,510,421,0,1,33,211.8,99,36.01,170.9,110,14.53,244.2,125,10.99,11.2,4,3.02,2,0
23,85,415,3840,0,0,0,234.5,113,39.87,237.3,116,20.17,122.7,110,5.52,12.9,3,3.48,4,0
43,92,510,535,0,0,0,240.2,86,40.83,107.6,79,9.15,156.6,121,7.05,7.5,4,2.03,1,0
11,92,510,3072,0,0,0,222.4,105,37.81,164.0,129,13.94,233.3,113,10.5,9.9,8,2.67,1,0
50,116,415,1059,0,1,42,280.4,95,47.67,174.4,101,14.82,190.0,65,8.55,9.9,1,2.67,3,0
48,133,415,2362,0,0,0,113.3,137,19.26,160.2,103,13.62,228.8,98,10.3,10.1,7,2.73,2,0
33,134,408,2753,0,0,0,107.0,146,18.19,220.0,116,18.7,149.8,108,6.74,7.2,3,1.94,2,0
7,19,415,167,0,0,0,184.5,131,31.37,201.3,87,17.11,188.9,114,8.5,13.1,10,3.54,1,0
14,66,415,2198,0,1,31,163.2,106,27.74,267.9,108,22.77,172.6,100,7.77,9.7,5,2.62,1,0
25,65,510,2330,0,0,0,193.8,113,32.95,151.7,106,12.89,208.9,94,9.4,12.6,3,3.4,3,0
49,104,415,912,0,0,0,185.1,91,31.47,227.3,115,19.32,198.5,79,8.93,12.7,10,3.43,2,0
50,140,408,2784,0,0,0,151.5,106,25.76,175.7,125,14.93,214.1,87,9.63,12.4,9,3.35,3,0
19,102,510,563,0,0,0,143.7,82,24.43,170.9,83,14.53,310.9,112,13.99,9.8,1,2.65,2,0
37,101,415,727,1,0,0,169.5,117,28.82,212.0,111,18.02,204.0,120,9.18,9.7,1,2.62,0,1
21,62,510,3822,0,0,0,211.3,100,35.92,228.4,91,19.41,217.1,77,9.77,6.3,5,1.7,0,0
2,115,415,1373,0,1,37,184.1,67,31.3,159.4,104,13.55,193.3,121,8.7,13.3,3,3.59,0,0
18,111,408,631,0,1,33,154.0,122,26.18,207.3,123,17.62,186.2,105,8.38,10.8,8,2.92,1,0
20,119,415,4046,0,0,0,209.4,125,35.6,286.3,91,24.34,208.6,73,9.39,8.1,4,2.19,2,0
31,121,415,2587,0,0,0,166.3,114,28.27,138.8,130,11.8,215.3,108,9.69,10.4,10,2.81,2,0
26,108,415,3883,0,0,0,108.6,128,18.46,325.2,97,27.64,173.6,67,7.81,9.3,6,2.51,0,0
20,63,415,1037,0,1,25,230.3,82,39.15,165.6,96,14.08,227.7,125,10.25,9.0,2,2.43,1,0
6,59,415,2134,0,1,46,200.1,44,34.02,126.0,78,10.71,146.3,123,6.58,10.6,5,2.86,1,0
35,82,415,3432,0,0,0,179.2,95,30.46,228.9,95,19.46,187.7,100,8.45,13.2,2,3.56,1,0
31,126,415,2409,0,0,0,261.6,83,44.47,192.9,133,16.4,246.9,50,11.11,7.3,3,1.97,4,0
33,110,510,4744,0,0,0,129.5,94,22.02,92.6,96,7.87,154.3,110,6.94,9.9,5,2.67,3,0
16,85,408,4288,0,0,0,164.0,111,27.88,229.4,108,19.5,220.7,105,9.93,9.3,2,2.51,1,0
43,46,415,3759,0,0,0,230.7,117,39.22,186.2,84,15.83,182.2,109,8.2,9.2,4,2.48,2,0
23,44,408,2505,0,0,0,207.2,90,35.22,178.6,76,15.18,182.0,74,8.19,0.0,0,0.0,0,0
26,171,408,4787,0,0,0,171.9,99,29.22,249.2,95,21.18,174.9,81,7.87,12.5,4,3.38,1,0
0,88,415,3568,0,1,37,181.7,88,30.89,237.4,106,20.18,209.1,111,9.41,9.5,5,2.57,2,0
11,169,408,2201,0,0,0,240.7,119,40.92,141.1,102,11.99,120.6,56,5.43,7.7,2,2.08,2,0
43,48,510,1768,0,0,0,198.2,108,33.69,181.0,70,15.39,238.9,86,10.75,12.1,2,3.27,1,0
13,65,408,2741,0,0,0,96.0,95,16.32,117.0,82,9.95,172.9,114,7.78,6.7,3,1.81,3,0
50,81,415,2105,0,0,0,165.2,109,28.08,170.6,96,14.5,205.0,74,9.23,9.9,4,2.67,0,0
17,53,510,706,0,0,0,171.5,75,29.16,224.5,111,19.08,187.4,84,8.43,9.7,6,2.62,1,0
2,72,415,3187,0,1,27,111.7,68,18.99,252.8,106,21.49,255.5,109,11.5,7.8,4,2.11,1,0
37,100,510,4518,0,0,0,152.7,98,25.96,212.4,73,18.05,264.5,90,11.9,7.9,3,2.13,2,0
23,82,415,4714,0,0,0,194.7,105,33.1,210.9,100,17.93,236.9,143,10.66,11.6,3,3.13,3,0
11,71,415,718,0,0,0,119.9,108,20.38,240.7,82,20.46,151.1,124,6.8,8.1,7,2.19,3,0
18,103,415,1543,0,0,0,222.9,129,37.89,205.0,87,17.43,141.3,99,6.36,9.9,2,2.67,1,0
39,87,415,2494,0,0,0,210.7,46,35.82,215.6,116,18.33,170.4,79,7.67,13.2,3,3.56,1,0
20,116,408,797,0,0,0,254.6,107,43.28,249.4,89,21.2,229.6,77,10.33,9.0,18,2.43,2,1
25,140,415,3671,0,0,0,265.0,100,45.05,147.6,89,12.55,247.7,94,11.15,10.7,3,2.89,1,0
42,93,408,3588,0,0,0,172.3,135,29.29,318.7,95,27.09,131.5,104,5.92,11.5,4,3.11,3,0
13,90,415,2057,0,0,0,259.1,140,44.05,124.0,119,10.54,188.3,79,8.47,12.8,3,3.46,0,0
10,130,415,4497,0,0,0,211.4,91,35.94,191.0,62,16.24,207.3,109,9.33,11.6,3,3.13,1,0
16,121,408,3257,1,0,0,175.9,87,29.9,225.3,114,19.15,156.2,113,7.03,10.4,3,2.81,2,0
11,47,510,2554,1,0,0,135.0,108,22.95,176.3,111,14.99,144.6,96,6.51,10.5,1,2.84,1,1
49,94,415,1531,1,1,39,115.5,90,19.64,122.5,99,10.41,197.7,110,8.9,7.0,3,1.89,0,0
25,76,408,1447,0,0,0,193.0,82,32.81,200.8,109,17.07,135.9,79,6.12,14.4,3,3.89,0,0
25,69,510,4291,0,0,0,167.4,105,28.46,121.5,142,10.33,209.3,83,9.42,16.0,2,4.32,1,0
40,117,415,1140,0,1,35,190.7,100,32.42,209.7,107,17.82,202.5,101,9.11,12.4,5,3.35,1,0
16,70,415,191,0,0,0,325.5,128,55.34,300.3,105,25.53,199.8,93,8.99,5.7,7,1.54,1,1
13,130,415,1052,0,0,0,139.0,98,23.63,120.2,116,10.22,160.4,113,7.22,14.5,2,3.92,3,0
0,109,415,2352,0,1,40,155.9,110,26.5,161.2,99,13.7,229.2,81,10.31,11.5,13,3.11,0,0
25,115,415,3274,0,0,0,182.1,97,30.96,231.1,76,19.64,246.2,103,11.08,15.0,2,4.05,0,0
34,114,408,1660,0,0,0,139.8,152,23.77,215.9,76,18.35,96.9,111,4.36,7.9,10,2.13,2,0
35,135,510,4158,0,0,0,112.7,123,19.16,280.0,90,23.8,251.9,110,11.34,10.4,2,2.81,0,0
8,79,415,4413,0,1,31,173.2,98,29.44,149.5,123,12.71,245.7,91,11.06,11.5,7,3.11,1,0
39,123,408,190,0,0,0,225.6,102,38.35,225.8,56,19.19,186.7,128,8.4,6.7,2,1.81,1,0
29,112,415,294,1,0,0,195.7,123,33.27,141.9,124,12.06,136.4,72,6.14,7.9,6,2.13,1,0
11,57,415,199,0,0,0,214.0,100,36.38,209.9,80,17.84,105.1,112,4.73,11.3,1,3.05,0,0
32,143,415,2452,0,0,0,271.7,67,46.19,189.1,155,16.07,101.1,55,4.55,17.2,5,4.64,1,0
44,107,510,4555,0,0,0,257.7,98,43.81,156.5,84,13.3,104.4,123,4.7,9.8,3,2.65,1,0
20,103,415,2991,1,0,0,133.2,90,22.64,236.8,70,20.13,214.1,120,9.63,12.5,2,3.38,1,1
12,157,415,1444,0,0,0,248.7,113,42.28,251.8,79,21.4,262.7,46,11.82,7.5,3,2.03,5,1
17,120,408,3282,0,0,0,180.8,93,30.74,190.1,82,16.16,192.3,66,8.65,10.5,7,2.84,2,0
46,81,415,4393,1,1,32,229.0,80,38.93,221.0,113,18.79,291.4,91,13.11,12.4,5,3.35,1,0
32,136,408,3476,0,0,0,276.3,94,46.97,226.0,125,19.21,221.4,87,9.96,7.2,1,1.94,1,1
46,83,510,3540,0,1,37,133.1,117,22.63,171.4,89,14.57,218.1,92,9.81,10.9,4,2.94,3,0
38,137,415,2606,0,0,0,248.3,63,42.21,250.4,108,21.28,159.1,94,7.16,9.6,4,2.59,1,0
46,93,415,567,0,1,37,230.4,95,39.17,155.5,89,13.22,179.0,90,8.06,10.4,9,2.81,3,0
37,103,408,4489,0,0,0,185.8,118,31.59,86.8,84,7.38,208.4,115,9.38,10.7,9,2.89,1,0
4,96,415,1958,0,0,0,183.9,88,31.26,109.2,86,9.28,190.2,78,8.56,16.6,7,4.48,2,0
34,77,415,2938,1,0,0,132.9,86,22.59,168.1,121,14.29,196.3,102,8.83,7.8,3,2.11,0,0
24,128,510,2030,0,0,0,221.0,109,37.57,219.0,107,18.62,229.4,113,10.32,8.6,5,2.32,3,0
32,116,510,4895,0,0,0,179.0,81,30.43,200.0,116,17.0,168.6,74,7.59,15.8,7,4.27,1,0
23,96,408,2808,1,0,0,188.8,119,32.1,216.9,100,18.44,208.5,116,9.38,5.8,3,1.57,3,0
